大连干部学刊,Journal of Dalian Official  대련간부학간,Da Lian Gan Bu Xue Kan
广东公安科技,Guangdong Gongan Keji  광동공안과기,Guang Dong Gong An Ke Ji
陕西社会主义学院学报,Journal of Shaanxi Institute of Socialism  섬서사회주의학원학보,Shan Xi She Hui Zhu Yi Xue Yuan Xue Bao
山西省政法管理干部学院学报,Journal of Shanxi Politics and Law Institute for Administrators  산서성정법관리간부학원학보,Shan Xi Sheng Zheng Fa Guan Li Gan Bu Xue Yuan Xue Bao
现代哲学,Modern Philosophy  현대철학,Xian Dai Zhe Xue
唯实,Truths and Facts  유실,Wei Shi
山西青年职业学院学报,Journal of Shanxi Youth Vocational College  산서년관리간부학원학보,Shan Xi Qing Nian Guan Li Gan Bu Xue Yuan Xue Bao
党政论坛,Party & Government Forum  당정론단,Dang Zheng Lun Tan
陕西青年职业学院学报,Journal of Shaanxi Institute of Junior Managerial Personnel  섬서년직업학원학보,Shan Xi Qing Nian Zhi Ye Xue Yuan Xue Bao
上海党史与党建,Shanghai Studies on CCP history and Construction  상해당사여당건,Shang Hai Dang Shi Yu Dang Jian
前进,Advance  전진,Qian Jin
孔子研究,Confucius Studies,Kong Zi Yan Jiu
辽宁省社会主义学院学报,Journal of Liaoning Institute of Socialism,Liao Ning Sheng She Hui Zhu Yi Xue Yuan Xue Bao
广西社会主义学院学报,Journal of  Guangxi Institute of Socialism  광서사회주의학원학보,Guang Xi She Hui Zhu Yi Xue Yuan Xue Bao
中共成都市委党校学报,Journal of the Chengdu Municipal Party College of C.P.C  중공성도시위당교학보,Zhong Gong Cheng Du Shi Wei Dang Xiao Xue Bao
中国民政,China Civil Affairs  중국민정,Zhong Guo Min Zheng
天水行政学院学报,Journal of Tianshui College of Administration  천수행정학원학보,Tian Shui Xing Zheng Xue Yuan Xue Bao
美与时代·城市,Beauty & Times,Mei Yu Shi Dai · Cheng Shi
中共乌鲁木齐市委党校学报,Journal of the party school of CPC  Urumqi municipal  committee  중공오로목제시위당교학보,Zhong Gong Wu Lu Mu Qi Shi Wei Dang Xiao Xue Bao
国际研究参考,International Study Reference  국제자료신식,Guo Ji Zi Liao Xin Xi
山东省社会主义学院学报,Journal of Shandong Institute of Socialism
中共济南市委党校学报,Journal of the Party School of CPC Jinan Municipal Committee  중공제남시위당교학보,Zhong Gong Ji Nan Shi Wei Dang Xiao Xue Bao
法制与社会,Legal System and Society  법제여사회,Fa Zhi Yu She Hui
中国机关后勤,ZHONGGUO JIGUAN HOUQIN  중국기관후근,Zhong Guo Ji Guan Hou Qin
党建研究,C P C Construction Studies,Dang Jian Yan Jiu
